country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/15/2020,-63,-30,23,-48,-35,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/16/2020,-43,0,50,-37,-29,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/17/2020,-46,-3,44,-33,-35,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/18/2020,-43,1,26,-36,-34,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/19/2020,-55,-5,1,-49,-38,14
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/20/2020,-54,-5,8,-48,-37,15
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/21/2020,-52,9,19,-47,-32,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/22/2020,-61,-18,19,-52,-35,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/23/2020,-44,-5,40,-42,-32,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/24/2020,-48,-6,22,-43,-36,12
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/25/2020,-41,1,20,-42,-33,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/26/2020,-46,3,29,-48,-35,12
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/27/2020,-47,-1,28,-43,-34,12
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/28/2020,-48,8,31,-44,-29,9
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/29/2020,-61,-18,17,-52,-35,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,11/30/2020,-42,-1,32,-43,-31,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/1/2020,-46,-2,20,-41,-34,12
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/2/2020,-37,7,27,-37,-31,9
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/3/2020,-44,5,27,-39,-34,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/4/2020,-51,-4,9,-48,-35,14
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/5/2020,-47,13,27,-42,-29,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/6/2020,-53,-7,38,-45,-30,9
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/7/2020,-47,-8,23,-47,-32,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/8/2020,-45,-1,20,-41,-34,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/9/2020,-40,2,25,-40,-32,9
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/10/2020,-51,-4,13,-47,-36,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/11/2020,-47,2,26,-40,-33,11
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/12/2020,-56,5,-3,-51,-32,12
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/13/2020,-64,-3,-1,-52,-35,12
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/14/2020,-41,-2,20,-46,-31,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/15/2020,-40,1,23,-37,-32,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/16/2020,-33,8,25,-35,-30,7
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/17/2020,-38,9,34,-33,-32,8
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/18/2020,-41,3,27,-35,-33,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/19/2020,-45,11,27,-38,-26,7
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/20/2020,-55,62,30,-42,-25,8
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/21/2020,-35,7,37,-37,-31,8
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/22/2020,-38,11,24,-35,-34,8
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/23/2020,-25,41,31,-31,-32,5
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/24/2020,-27,63,51,-32,-38,6
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/25/2020,-70,-77,9,-70,-72,18
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/26/2020,-67,-69,10,-61,-57,14
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/27/2020,-58,102,10,-51,-28,10
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/28/2020,-33,6,44,-34,-34,9
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/29/2020,-36,9,41,-32,-36,8
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/30/2020,-24,45,40,-30,-33,5
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,12/31/2020,-33,46,34,-43,-39,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/15/2020,-1,2,-9,7,0,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/16/2020,2,-2,10,25,0,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/17/2020,2,4,15,7,3,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/18/2020,5,4,19,-1,2,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/19/2020,2,4,15,8,2,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/20/2020,4,0,-4,5,3,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/21/2020,-4,-7,-7,4,0,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/22/2020,-5,-5,-14,1,1,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/23/2020,2,-2,10,16,3,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/24/2020,1,2,16,5,3,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/25/2020,2,4,15,6,3,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/26/2020,2,13,16,4,3,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/27/2020,5,25,9,17,3,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/28/2020,10,22,15,33,1,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2/29/2020,29,37,53,49,3,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/1/2020,57,57,131,14,7,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/2/2020,57,-48,193,62,-59,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/3/2020,3,9,18,36,2,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/4/2020,-1,6,3,9,3,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/5/2020,2,7,15,9,4,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/6/2020,0,3,8,0,3,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/7/2020,0,2,17,-3,4,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/8/2020,-8,0,-2,0,1,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/9/2020,-9,4,-9,-8,0,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/10/2020,-1,13,8,-3,2,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/11/2020,-2,15,16,3,-13,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/12/2020,-9,20,16,3,-15,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/13/2020,-21,28,6,-19,-20,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/14/2020,-52,17,6,-15,-28,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/15/2020,-73,-20,-46,-46,-43,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/16/2020,-55,0,-26,-45,-39,15
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/17/2020,-53,-13,-11,-43,-41,15
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/18/2020,-62,-17,-10,-51,-46,17
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/19/2020,-61,-12,-5,-49,-45,17
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/20/2020,-63,-10,-16,-57,-46,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/21/2020,-68,-19,-20,-53,-44,16
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/22/2020,-72,44,-35,-58,-43,15
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/23/2020,-76,-23,-61,-70,-53,22
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/24/2020,-72,-7,-50,-66,-54,22
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/25/2020,-86,-87,-68,-85,-81,31
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/26/2020,-76,-17,-61,-68,-53,23
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/27/2020,-77,-19,-64,-76,-54,27
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/28/2020,-78,-19,-56,-72,-50,21
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/29/2020,-81,-49,-49,-77,-54,19
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/30/2020,-64,-13,-23,-66,-48,18
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,3/31/2020,-65,-12,-33,-61,-49,19
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/1/2020,-72,-21,-52,-69,-51,22
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/2/2020,-68,-13,-37,-64,-50,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/3/2020,-76,-15,-55,-72,-51,25
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/4/2020,-83,-23,-72,-76,-52,23
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/5/2020,-86,-56,-73,-84,-56,21
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/6/2020,-72,-13,-51,-69,-50,21
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/7/2020,-69,-13,-38,-63,-50,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/8/2020,-68,-11,-23,-62,-49,19
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/9/2020,-66,-5,-20,-59,-48,18
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/10/2020,-68,-3,-27,-64,-48,22
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/11/2020,-73,-10,-30,-60,-43,17
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/12/2020,-75,64,-34,-71,-42,16
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/13/2020,-61,-1,-9,-59,-46,17
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/14/2020,-63,3,-19,-58,-47,17
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/15/2020,-67,13,-40,-63,-49,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/16/2020,-67,31,-2,-53,-50,18
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/17/2020,-74,2,-11,-67,-67,27
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/18/2020,-76,-2,-26,-62,-49,18
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/19/2020,-85,-52,-45,-80,-57,19
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/20/2020,-81,-79,-14,-78,-78,26
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/21/2020,-74,-9,-39,-66,-49,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/22/2020,-74,-9,-37,-64,-48,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/23/2020,-70,-8,-19,-59,-46,19
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/24/2020,-69,-7,-8,-62,-45,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/25/2020,-71,-5,-4,-52,-37,15
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/26/2020,-73,-8,-1,-64,-36,13
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/27/2020,-61,2,16,-55,-40,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/28/2020,-61,2,16,-49,-39,13
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/29/2020,-60,9,17,-49,-39,15
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,4/30/2020,-55,41,29,-42,-38,12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/1/2020,-74,-70,7,-75,-72,25
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/2/2020,-70,5,-9,-56,-35,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/3/2020,-71,8,3,-65,-31,12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/4/2020,-43,14,45,-41,-31,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/5/2020,-44,7,55,-38,-31,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/6/2020,-45,13,52,-38,-30,11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/7/2020,-45,19,48,-38,-29,11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/8/2020,-46,16,47,-46,-29,13
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/9/2020,-53,13,50,-36,-21,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/10/2020,-56,27,56,-50,-20,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/11/2020,-27,19,71,-37,-22,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/12/2020,-29,18,67,-36,-22,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/13/2020,-30,15,82,-35,-23,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/14/2020,-29,23,78,-34,-21,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/15/2020,-39,6,69,-44,-28,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/16/2020,-42,19,74,-34,-15,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/17/2020,-54,33,85,-47,-18,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/18/2020,-21,23,87,-12,-15,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/19/2020,-24,20,79,-12,-16,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/20/2020,-22,24,91,-11,-16,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/21/2020,-32,21,31,-18,-16,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/22/2020,-28,27,56,-18,-16,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/23/2020,-30,30,96,-2,-6,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/24/2020,-40,60,119,-5,-5,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/25/2020,-14,19,46,-14,-10,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/26/2020,-24,12,14,-21,-11,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/27/2020,-23,15,27,-20,-12,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/28/2020,-12,23,57,-12,-7,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/29/2020,-15,25,45,-18,-8,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/30/2020,-14,23,77,-5,6,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,5/31/2020,-22,42,89,-2,12,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/1/2020,-12,24,58,-10,-3,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/2/2020,-10,19,66,-9,-2,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/3/2020,-11,19,69,-12,-4,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/4/2020,-6,25,88,0,-2,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/5/2020,-1,28,88,3,-4,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/6/2020,-2,41,122,25,3,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/7/2020,12,91,232,17,6,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/8/2020,5,-13,243,31,-44,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/9/2020,-7,21,79,3,-4,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/10/2020,-5,18,94,-11,-4,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/11/2020,-5,21,82,-9,-3,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/12/2020,-5,19,85,-16,-4,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/13/2020,-7,17,121,0,7,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/14/2020,-13,52,151,10,8,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,6/15/2020,-5,20,94,-12,-3,0
